country,capital,name,xid,kinds,wikipedia_extracts,clear_link,category,latitude,longitude
Finland,Helsinki,Helsinki University Topelia,Q1393744,"historic,historical_places,interesting_places,historic_settlements","Topelia on Helsingin yliopiston laitoskortteli, joka sijaitsee Senaatintorin kupeessa Kluuvin kaupunginosassa Kettu-korttelissa. Topeliaa rajaavat idässä Unioninkatu, etelässä Kirkkokatu ja lännessä Fabianinkatu sekä pohjoisessa Metsätalo. Topelia-korttelissa toimii humanistisen tiedekunnan laitoksia ja instituutteja.",https://upload.wikimedia.org/wikipedia/commons/d/dd/Topelia_from_Fabianinkatu.jpg,historic,60.171391,24.949722
Finland,Helsinki,Government Palace,Q3129969,"palaces,architecture,historic_architecture,interesting_places","The Government Palace (Finnish: Valtioneuvoston linna, Swedish: Statsrådsborgen) is the executive office building of the Council of State of Finland. It overlooks the Senate Square in central Helsinki, Finland. The Government Palace houses the Prime Minister’s Office, the Office of the Chancellor of Justice and most departments of the Ministry of Finance.",https://upload.wikimedia.org/wikipedia/commons/a/af/Valtioneuvoston_linna_2.jpg,palaces,60.169579,24.953775
Finland,Helsinki,Lallukka Artists' Home,Q18660457,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Lallukan taiteilijakoti on kuva-, näyttämö- ja säveltaiteilijoille tarkoitettu asuin- ja ateljeerakennus Helsingin Etu-Töölössä Apollonkatu 13:ssa ja Eteläinen Hesperiankatu 14:ssä. Vuonna 1933 valmistuneen rakennuksen omistaja ja ylläpitäjä on Juho ja Maria Lallukan Taiteilijakoti-säätiö.",https://upload.wikimedia.org/wikipedia/commons/a/a4/Lallukka.jpg,historic_architecture,60.176655,24.92523
Finland,Helsinki,Kaisaniemi Botanical Garden,W122869882,"gardens_and_parks,urban_environment,cultural,interesting_places","The University of Helsinki Botanical Garden is an institution subordinate to the Finnish Museum of Natural History of the University of Helsinki, which maintains a collection of live plants for use in research and teaching. The Botanical Garden has two separate sites: one in Kaisaniemi and one in Kumpula.The Kaisaniemi Garden is open to the public. Its greenhouse is currently home to more than 800 different species of plants and its grounds to more than 2,800 plants of different origins.Construction on the Kumpula Garden started in 1987 and opened to the public in 2009.",https://upload.wikimedia.org/wikipedia/commons/f/f7/HelsinkiGateUniversityGardens.jpg,gardens_and_parks,60.175224,24.947149
Finland,Helsinki,House of the Estates,Q3279961,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The House of the Estates (Finnish: Säätytalo, Swedish: Ständerhuset) is a historical building in Helsinki, Finland. It is located opposite of the Bank of Finland building, immediately northeast of Helsinki Cathedral. From 1891, when it was built, it housed the three commoner estates of the four estates of the realm of Finland (see Diet of Finland); there is a separate House of Nobility. The estates were superseded at the 1906 parliamentary reform by the foundation of the unicameral parliament of Finland. The parliament settled elsewhere, leaving Säätytalo for secondary usage.",https://upload.wikimedia.org/wikipedia/commons/f/f0/S%C3%A4%C3%A4tytalo%2C_St%C3%A4nderhuset_%28Finland%29%2C_Maison_des_%C3%89tats_%28Finlande%29%2C_House_of_the_Estates_%28Finland%29.jpg,historic_architecture,60.171299,24.954102
Finland,Helsinki,Presidential Palace,Q608346,"palaces,architecture,historic_architecture,interesting_places","The Presidential Palace (Finnish: Presidentinlinna, Swedish: Presidentens slott) is one of the three official residences of the President of the Republic of Finland. It is situated in Helsinki, on the north side of Esplanadi, overlooking Market Square.",https://upload.wikimedia.org/wikipedia/commons/4/49/PresidentialPalaceHelsinkiApr2007.JPG,palaces,60.168404,24.956282
Finland,Helsinki,Stora Enso headquarters,Q17384048,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Stora Enson pääkonttori eli entinen Enso-Gutzeitin pääkonttori on Helsingin Katajanokalla sijaitseva toimistorakennus. Vuonna 1962 valmistuneen rakennuksen on suunnitellut arkkitehti Alvar Aalto. Myös ""Sokeripalaksi"" kutsutun pääkonttorin alkuperäinen rakennuttaja oli metsäteollisuuskonserni Enso-Gutzeit Oy ja sen nykyinen käyttäjä on Stora Enso Oyj.",https://upload.wikimedia.org/wikipedia/commons/c/c2/11-07-31-helsinki-by-RalfR-137.jpg,historic_architecture,60.167988,24.958357
Finland,Helsinki,Uspenski Cathedral,W15242921,"religion,churches,historical_places,cathedrals,historic,interesting_places,eastern_orthodox_churches,historic_settlements","Uspenski Cathedral (Finnish: Uspenskin katedraali, Swedish: Uspenskij-katedralen, Russian: Успенский собор, Uspenskij sobor) is an Eastern Orthodox cathedral in Helsinki, Finland, and main cathedral of the Orthodox Church of Finland, dedicated to the Dormition of the Theotokos (the Virgin Mary). Its name comes from the Old Church Slavonic word uspenie, which denotes the Dormition. Designed by the Russian architect Aleksey Gornostayev (1808–1862). The cathedral was built after his death in 1862–1868.The crypt chapel of the cathedral is named after the holy Alexander Hotovitzky, who served as vicar of the Orthodox parish of Helsinki 1914–1917.",https://upload.wikimedia.org/wikipedia/commons/d/df/Uspensiki_by_SamSegar.jpg,religion,60.168453,24.959932
Finland,Helsinki,former Military Archives building,Q11894182,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Sota-arkisto oli Suomen puolustushallinnon ja rajavartiolaitoksen keskusarkiston nimi vuoden 2007 loppuun. Sota-arkisto perustettiin kesällä 1918. Sota-arkisto (SArk tai SA) oli kymmeniä vuosia joulukuussa 1952 perustetun Sotahistoriallisen tutkimuslaitoksen yksikkö. Sen tehtävänä oli huolehtia, että pysyvästi säilytettäväksi määritelty osa puolustushallinnossa syntyvästä tiedosta säilyi tuleville sukupolville ja oli kaikkien tiedon tarvitsijoiden käytettävissä. Entinen Sota-arkisto oli Suomen toiseksi suurin päätearkisto, jossa säilytettiin yli 40 hyllykilometriä aineistoa autonomian ajan alusta lähes nykypäiviin saakka. Sota-arkisto kuului Puolustusvoimiin ja oli Pääesikunnan alaisen Maanpuolustuskorkeakoulun alainen tulosyksikkö. Puolustusministeriö ja opetusministeriö tekivät 13. maaliskuuta 2007 aiesopimuksen Sota-arkiston liittämisestä osaksi Kansallisarkistoa 1. tammikuuta 2008 alkaen. Vuoden 2008 alusta entisen Sota-arkiston toimintaa on jatkanut Kansallisarkisto.",https://upload.wikimedia.org/wikipedia/commons/e/e6/Siltavuorenranta.jpg,historic_architecture,60.176167,24.952412
Finland,Helsinki,Marmoripalatsi,Q11881215,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Marmoripalatsi on marmorinen kaupunkipalatsi, joka sijaitsee Helsingin Kaivopuistossa osoitteessa Itäinen Puistotie 1. Palatsin rakennutti yksityiskodikseen ruukinpatruuna August Keirkner, mutta suurimman osan historiaansa se on toiminut eri tuomioistuinten istuntopaikkana.",https://upload.wikimedia.org/wikipedia/commons/a/a3/Marmoripalatsi.JPG,historic_architecture,60.158997,24.955658
Finland,Helsinki,Merikasarmi,Q11882118,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Merikasarmi (alkujaan Katajanokan kasarmi) on Helsingin Katajanokalla sijaitseva alun perin venäläisen sotaväen käyttöön 1816–1820 rakennettu kasarmialue, joka on nykyään Suomen ulkoasiainministeriön toimitiloina. Kasarmirakennukset on suunnittellut arkkitehti Carl Ludvig Engel. Ennen 1980-luvun lopussa tapahtunutta ulkoministeriön muuttoa alueelle rakennukset kunnostettiin ja osittain uudisrakennettiin arkkitehtiprofessori Erik Kråkströmin suunnitelman mukaan.Merikasarmin pohjoispuolella Katajanokan laiturissa ovat Suomen valtion jäänmurtajat.",https://upload.wikimedia.org/wikipedia/commons/5/5f/Merikasarmi_2008.jpg,historic_architecture,60.168098,24.972099
Finland,Helsinki,Kallion kirkko,W20013689,"religion,churches,interesting_places,other_churches","Kallio Church (Finnish: Kallion kirkko, Swedish: Berghälls kyrka) is a Lutheran church in the Kallio district of Helsinki, Finland. It was designed by Lars Sonck and represents National Romanticism with Art Nouveau influences. The National Romantic style manifests itself in the use of traditional Finnish materials and in the massive body of the church, as well as in nature-inspired colours and decorative motifs. The grey granite church, completed in 1912, is one of Helsinki's most readily identifiable landmarks.[1]Kallio church is a popular venue for concerts, especially organ music, thanks to its acoustics.",https://upload.wikimedia.org/wikipedia/commons/3/37/Kallio_church%2C_Helsinki_2004-06.jpg,religion,60.184326,24.949343
Finland,Helsinki,Kesäranta,Q3068796,"historic_architecture,architecture,interesting_places,manor_houses","Kesäranta (lit. ""summer beach"", Swedish: Villa Bjälbo) is the official residence of the Prime Minister of Finland, located in Helsinki, Finland. The residence is owned by the Finnish Government through Senate Properties. There is a zone of prohibited airspace over Kesäranta.",https://upload.wikimedia.org/wikipedia/commons/8/89/Rajasaari_ilmasta.JPG,historic_architecture,60.184681,24.906
Finland,Helsinki,Alppilan kirkko,W27484158,"religion,churches,interesting_places,other_churches","Alppilan kirkko on Alppilan osa-alueella Helsingissä sijaitseva kirkkorakennus. Vuonna 1957 valmistuneen kirkon ovat suunnitelleet arkkitehdit Keijo Ström ja Olavi Tuomisto.Lähellä Linnanmäkeä sijaitseva kirkko on monitoimirakennus, siinä on kirkkosalin lisäksi seurakuntasali, kappeli, rippikoulusali ja kirkkoherranvirasto sekä urheilu- ja kerhotiloja. Rakennuksen yhteydessä on myös asuntoja.",https://upload.wikimedia.org/wikipedia/commons/4/47/Alppila_church.jpg,religion,60.191505,24.941048
Finland,Helsinki,Suvilahti,W24713809,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Suvilahti (Swedish: Södervik) is a former energy production area in Sörnäinen, Helsinki. It encompasses nine buildings and two large gasometers.Construction of a steam turbine electrical power plant was completed in 1909 and a gas plant in 1910. The buildings were constructed using the then revolutionary steel-reinforced concrete method. The architect Selim A. Lindqvist was influenced by Viennese Jugend architecture.The power plant was closed in 1976 and gas production ended in 1994.Since 1 January 2008 the real estate company Kiinteistö Oy Kaapelitalo began developing, renting and maintaining the facilities.",https://upload.wikimedia.org/wikipedia/commons/3/31/Suvilahti_plant_from_air.jpg,historic_architecture,60.186607,24.9718
Finland,Helsinki,Meilahden ala-aste,W446319573,"religion,churches,interesting_places,other_churches","Meilahden kirkko (ruots. Mejlans kyrka) on Markus Tavion suunnittelema, 7. helmikuuta 1954 käyttöön vihitty keltatiilinen kirkkorakennus Meilahdessa Helsingissä. Kirkkoa kutsutaan myös Laupiaan Samarialaisen kirkoksi. Kirkkorakennukseen sijoittuu Meilahden seurakunnan kaksi kirkkoa: Meilahden kirkko ja aikaisemmin ruotsinkielisen seurakunnan käytössä ollut Tuomaankirkko. Kirkon osoite on Pihlajatie 16.Kirkossa tehtiin peruskorjaus 1997. Toinen kirkon kelloista oli alkujaan suunniteltu Viipurin tuomiokirkkoon, mutta sitä ei ehditty asentaa ennen Karjalan luovutusta Neuvostoliitolle. Kello, jossa lukee Pro Viburgo, evakuoitiin ja lahjoitettiin Meilahden kirkolle.",https://upload.wikimedia.org/wikipedia/commons/b/bf/Meilahti_church-Helsinki2.jpg,religion,60.192398,24.903696
Finland,Helsinki,Military Museum of Finland,Q283140,"museums,cultural,interesting_places,military_museums","The Military Museum of Finland (Finnish: Sotamuseo) is the central museum of the Finnish Defence Forces and the national special museum of military history. It is located in Helsinki and it is part of the Finnish National Defence University. In 2012, the Military Museum's exhibitions in Kruununhaka and Suomenlinna had around 55,000 visitors. The most popular exhibition is the submarine Vesikko, visited by around 27,000 people annually. A major part of the museum is the Manege.",https://upload.wikimedia.org/wikipedia/commons/5/55/Sotamuseo1.jpg,museums,60.145901,24.9893
Finland,Helsinki,Munkkiniemen kartano,W27884941,"historic_architecture,architecture,interesting_places,manor_houses","Munkkiniemen kartano on kartano Helsingin Munkkiniemessä. Kartanon maat ovat käytännössä kokonaisuudessaan jääneet kaupunginosan rakentamisen alle. 1800-luvun alkupuolella rakennettu päärakennus on nykyisin Kone Oyj:n omistuksessa.Kartano on tullut tunnetuksi muun muassa sinne sijoittuvasta elokuvasta Katariina ja Munkkiniemen kreivi (1943), joka tosin kuvattiin Herttoniemen kartanossa.",https://upload.wikimedia.org/wikipedia/commons/3/3a/Munkkiniemi_manor_February_17_2009_01.jpg,historic_architecture,60.19434,24.881235
Finland,Helsinki,Munkkiniemi education center,Q18760038,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Munkkiniemi Pension or the Munkkiniemi Boarding House (most recently the Munkkiniemi House of Education) is a building in Munkkiniemi, Helsinki, designed by Eliel Saarinen, which was completed in 1918 and located at Hollantilaisentie 11. Saarinen designed the building as well as its interiors. Along with the terraced houses on the other side of the street, the building represents the only concrete commission that resulted from Saarinen’s Munkkiniemi-Haaga Plan of 1915.",https://upload.wikimedia.org/wikipedia/commons/5/5d/Munkkiniemen_pensionaatti.jpg,historic_architecture,60.195576,24.873789
