country,capital,name,xid,kinds,lat,lon,wikipedia_extracts,image
Germany,Berlin,Parochialkirchhof,N4986749585,"religion,churches,interesting_places,other_churches",13.413334,52.516834,"The Parochialkirche (literally the Reformed parochial church) is a Reformed church in the Klosterviertel neighbourhood of the Mitte borough in Berlin. The church, now a listed building, was built between 1695 and 1703, it is the oldest church in Berlin built as a Protestant place of worship. The church is now used and owned by the congregation of St. Mary's and St. Peter's, the merger of the parishes in the historical city center concluded on 23 September 2005. The congregation forms part of the Evangelical Church Berlin-Brandenburg-Silesian Upper Lusatia, a Protestant regional church body comprising Lutheran, Reformed and united Protestant congregations.",https://commons.wikimedia.org/wiki/File:Parochialkirche_Berlin_2.jpg
Germany,Berlin,Mossehaus,Q820531,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.3967,52.508701,"Mossehaus is an office building on 18-25 Schützenstrasse in Berlin, renovated and with a corner designed by Erich Mendelsohn in 1921–1923.The original Mosse building housed the printing press and offices of the newspapers owned by Rudolf Mosse, mainly liberal newspapers such as the Berliner Tageblatt. The sandstone-fronted historicist 1901 building by Cremer & Wolffenstein was badly damaged in 1919, during the Spartacist uprising—held by the insurrectionists, it was laid under siege by government troops.",https://commons.wikimedia.org/wiki/File:Mosseverlagshausberlin.jpg
Germany,Berlin,Ort der Erinnerung,Q2031680,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.3998,52.5084,"Das Geschäftshaus Ort der Erinnerung ist ein Gebäudekomplex in der Axel-Springer-Straße 44 bis 50 im Berliner Ortsteil Kreuzberg, der aus einem denkmalgeschützten Gebäudeteil sowie einem daran angrenzenden Neubau besteht.",https://commons.wikimedia.org/wiki/File:Berlin-Kreuzberg_Barmer_Ersatzkasse_Axel-Springer-Stra%C3%9Fe.jpg
Germany,Berlin,Вокзал Александерплац,N30217208,"industrial_facilities,railway_stations,interesting_places",13.411079,52.521458,"Станция Берлин-Александерплац (нем. Bahnhof Alexanderplatz) — железнодорожный вокзал в центре Берлина у площади Александерплац. Крупный транспортный узел города, где пересекаются несколько линий Берлинской городской электрички и метро. По показателю ежедневного регионального пассажироборота вокзал Александерплац занимал в 2006 году третье место после вокзалов Фридрихштрассе и «Зоологический Сад».",https://commons.wikimedia.org/wiki/File:Bahnhof_Berlin-Alexanderplatz.jpg
Germany,Berlin,Haupttelegrafenamt Berlin,Q19801134,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.394589,52.524292,"Das ehemalige Haupttelegrafenamt in Berlin-Mitte, Oranienburger Straße 73–76, ist ein gelistetes Baudenkmal. Von seiner Eröffnung im Jahr 1916 bis 1992 diente es als Zentrale der Telegrafeneinrichtungen in Berlin. Seit 2001 ist der monumentale Gebäudekomplex im Besitz eines Investors. Dessen Pläne sehen nach Sanierung und Umbauarbeiten im Inneren die Nutzung als Büro- und Geschäftshaus vor.",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Oranienburger_Strasse_73-76%2C_Haupttelegrafenamt.jpg
Germany,Berlin,Еврейская гимназия Моисея Мендельсона,W23816407,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.39994,52.525017,"Das Jüdische Gymnasium Moses Mendelssohn (umgangssprachlich auch als JGMM bezeichnet), vormals Knabenschule der jüdischen Gemeinde, später Mittelschule der Jüdischen Gemeinde, ist heute eine staatlich anerkannte Privatschule der Jüdischen Gemeinde zu Berlin. Als konfessionsgebundene Schule nimmt sie sowohl jüdische als auch nichtjüdische Schüler auf. Das Schulgebäude befindet sich in der Großen Hamburger Straße in Berlin-Mitte. Bis Sommer 2012 trug die Schule den Namen Jüdische Oberschule (umgangssprachlich auch als JOS bezeichnet).",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Grosse_Hamburger_Strasse_27%2C_Juedische_Oberschule.jpg
Germany,Berlin,У последней инстанции,N411728139,"historic_architecture,architecture,interesting_places,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",13.413775,52.517452,"«У последней инстанции» (нем. Zur letzten Instanz, «Цур ле́тцтен инста́нц») — один из старейших ресторанов в центре Берлина. В XVI веке на этом месте в жилом доме у городской стены открылось питейное заведение, которое за свою историю сменило несколько названий. Современный комплекс строений на Вайзенштрассе был восстановлен после Второй мировой войны и находится по охраной государства как памятник архитектуры.",https://commons.wikimedia.org/wiki/File:Zurletzteninstanz.jpg
Germany,Berlin,Вокзал Александерплац,N3908141014,"industrial_facilities,railway_stations,interesting_places",13.411281,52.521564,"Станция Берлин-Александерплац (нем. Bahnhof Alexanderplatz) — железнодорожный вокзал в центре Берлина у площади Александерплац. Крупный транспортный узел города, где пересекаются несколько линий Берлинской городской электрички и метро. По показателю ежедневного регионального пассажироборота вокзал Александерплац занимал в 2006 году третье место после вокзалов Фридрихштрассе и «Зоологический Сад».",https://commons.wikimedia.org/wiki/File:Bahnhof_Berlin-Alexanderplatz.jpg
Germany,Berlin,Штадтмитте,N5250030091,"industrial_facilities,railway_stations,interesting_places",13.389852,52.510616,Stadtmitte (City Centre) is a Berlin U-Bahn station located on the U 2 and the U 6 in the Mitte district.,https://commons.wikimedia.org/wiki/File:Berlin_U-Bahnhof_Stadtmitte_Linie_U2_jcornelius_110707.JPG
Germany,Berlin,Фридрихштрассе,N530812080,"industrial_facilities,railway_stations,interesting_places",13.386989,52.520176,Вокзал Берлин-Фридрихштрассе (нем. Bahnhof Berlin Friedrichstraße) — важный транспортный узел Берлина. Под вокзалом есть станции S-Bahn и метро.Вокзал находится в районе Берлина Митте.В разделённом Берлине вокзал был одним из самых важных контрольно-пропускных пунктов на границе между Западным и Восточным Берлином.,https://commons.wikimedia.org/wiki/File:Train_station_Berlin_Friedrichstrasse_3.jpg
Germany,Berlin,Дворец слёз,W43173495,"industrial_facilities,railway_stations,museums,cultural,cinemas,theatres_and_entertainments,interesting_places,other_museums",13.387078,52.520847,"The Tränenpalast (English: ""Palace of Tears"") is the Berlin colloquialism for the former border crossing at Berlin Friedrichstraße station, where East Germans said goodbye to visitors going back to West Germany. From 1962 to 1989 it was the border crossing for travellers by S-bahn, U-bahn and train between East and West Germany. It was used only for westbound border crossings, with separate checkpoints for West Berliners, West Germans, foreigners, diplomats, transit travellers and East Germans.",https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_183-1990-0403-311%2C_Berlin%2C_Bahnhof_Friedrichstra%C3%9Fe%2C_Grenzkontrolle.jpg
Germany,Berlin,GASAG business premises,Q1484633,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.4145,52.5154,"Das GASAG-Geschäftshaus in der Littenstraße im Berliner Ortsteil Mitte wurde 1910 von den städtischen Gaswerken Berlins (heute GASAG AG) als Hauptsitz der Verwaltung bezogen. Das von Ludwig Hoffmann im Stil der Neorenaissance entworfene Gebäude steht heute unter Denkmalschutz, wird aber nicht mehr von der GASAG genutzt.",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Littenstra%C3%9Fe%2C_GASAG-Gesch%C3%A4ftshaus_01.jpg
Germany,Berlin,Бранденбургский музей,W71294410,"gardens_and_parks,museums,urban_environment,cultural,interesting_places,other_museums",13.414104,52.51403,"Бранденбургский музей (Музей Бранденбургской марки, Меркишес-музеум, нем. Märkisches Museum) — музей истории и культуры земли Берлин. Здесь размещается Фонд городских музеев Берлина. Музей расположен на улице Ам-Кёльнишен-парк (нем. Am Köllnischen Park) в округе Митте, в непосредственной близости от Шпрее.",https://commons.wikimedia.org/wiki/File:M%C3%A4rkisches_Museum_Berlin.jpg
Germany,Berlin,Neue Synagoge,W24054915,"religion,synagogues,interesting_places",13.39432,52.524982,"The Neue Synagoge (""New Synagogue"") was built 1859–1866 as the main synagogue of the Berlin Jewish community, on Oranienburger Straße. Because of its eastern Moorish style and resemblance to the Alhambra, it is an important architectural monument of the second half of the 19th century in Berlin.",https://commons.wikimedia.org/wiki/File:Berlin_Neue_Synagoge_2005.jpg
